sample_size,num_bootstrap,noise_std,plugin_est,correction_est,adj_correction_est,act_plugin_val
100.0,500.0,0.5,1.1633003619094042,1.1218175571064748,1.1352888838577064,1.1
100.0,500.0,0.5,1.1069277625904677,1.0726830005089654,1.083724639244484,1.0
100.0,500.0,0.5,1.0950164348645874,1.0390981169643438,1.0398619308230483,1.0
100.0,500.0,0.5,1.2104426522406062,1.1688647009478836,1.1924558382031336,1.1
100.0,500.0,0.5,1.17011123339647,1.1273491874106998,1.1494212246172222,1.1
100.0,500.0,0.5,1.211083815584666,1.179373540038959,1.1862793179330275,1.0
100.0,500.0,0.5,1.1306239597018068,1.1037598257553922,1.115029443270311,1.1
100.0,500.0,0.5,0.993478259563506,0.9400715722067386,0.9477182251997602,1.0
100.0,500.0,0.5,1.141080907693724,1.086965456217482,1.0883987459567337,1.1
100.0,500.0,0.5,1.19018595012472,1.1893981533501874,1.1889118302087305,1.1
100.0,500.0,0.5,1.264268097779449,1.2428647672550892,1.25294009294786,1.1
100.0,500.0,0.5,1.124797802964192,1.0721247547095696,1.0940071433901022,1.1
100.0,500.0,0.5,1.0150474432825751,0.981213543104365,0.9898027506725308,1.1
100.0,500.0,0.5,1.1123036137079234,1.0592189862011596,1.077846512931298,1.0
100.0,500.0,0.5,1.174478170910196,1.1101093709881509,1.1193041093893903,1.0
100.0,500.0,0.5,1.172724496414559,1.1603823885914089,1.166287669807666,1.1
100.0,500.0,0.5,1.0284779720438784,0.978422244671926,0.9897598828000546,1.0
100.0,500.0,0.5,1.119900665552684,1.0612757793986294,1.080453591766633,1.0
100.0,500.0,0.5,1.1374549772912277,1.1138433034255515,1.1289642700203868,1.0
100.0,500.0,0.5,1.0703051802146106,1.0331745000214976,1.0557244279023317,1.1
100.0,500.0,0.5,1.0418437639056708,0.985247987528428,1.007598060943533,1.0
100.0,500.0,0.5,0.9971782964259996,0.9337579589412182,0.907612542025693,1.0
100.0,500.0,1.0,1.2158276277550046,1.1719172660597692,1.1929059678793883,1.0
100.0,500.0,1.0,1.4131215188884805,1.379195465119969,1.3879175049523296,1.0
100.0,500.0,1.0,1.3496503279520002,1.2714066799473498,1.270073259776905,1.0
100.0,500.0,1.0,1.7379263899608255,1.7379263899608255,1.737926389960826,1.1
100.0,500.0,1.0,1.3917680466428863,1.3902850725773368,1.3884322209072204,1.1
100.0,500.0,1.0,0.9510997628918108,0.8937178266430522,0.9314378848529598,1.1
100.0,500.0,1.0,1.1806398253630963,1.0735060207569824,1.1189799791461177,1.0
100.0,500.0,1.0,1.1380407211959185,1.0275233468026304,1.087492439717763,1.1
100.0,500.0,1.0,1.0890685868734378,1.045896502861049,1.077355052494737,1.1
100.0,500.0,1.0,1.1536322810984596,1.1008692086984522,1.1266760099235398,1.1
100.0,500.0,1.0,1.1738817755491666,1.0804720804378964,1.1172137747614042,1.1
100.0,500.0,1.0,1.0564858938716877,1.0271971911150497,1.030789933271254,1.1
100.0,500.0,1.0,1.0133964505961424,0.9250511780398296,0.9256508770260168,1.0
100.0,500.0,1.0,0.8216531401632772,0.709738250309327,0.6454720924391666,1.1
100.0,500.0,1.0,1.100079126914545,1.053907388536366,1.0652270512001432,1.0
100.0,500.0,1.0,1.3218611335708093,1.2899350322619598,1.305140788845207,1.1
100.0,500.0,1.0,1.1557527209409466,1.065887780646071,1.0761210454240402,1.1
100.0,500.0,1.0,1.1609322028708675,1.057865354585866,1.0747813715480592,1.0
100.0,500.0,1.0,1.1319376953641376,1.083828460421933,1.0825221020376194,1.1
100.0,500.0,1.0,1.106692561868747,0.9649671777902956,0.9755996936122228,1.1
100.0,500.0,1.0,1.0281239332504255,0.9647272746760136,0.9767774648639316,1.0
100.0,500.0,1.0,1.148276428040748,1.1382482572345125,1.140668580919233,1.0
100.0,500.0,1.0,1.234714272733025,1.117532746375449,1.141880169500043,1.0
100.0,500.0,1.0,1.1197989244345443,1.0516252147675824,1.0683311800694464,1.0
100.0,500.0,1.0,1.019831553406971,0.9488232642578572,0.9813316311213456,1.1
100.0,500.0,1.0,1.1037933893190912,0.977626061750057,0.987329826979706,1.0
100.0,500.0,1.0,1.2465429829014498,1.1534732955229097,1.1758292578496388,1.0
100.0,500.0,1.0,1.1104618317115014,1.0418474010186989,1.0784253886826285,1.1
100.0,500.0,1.0,1.2266007238188077,1.1234931583181824,1.134828686955934,1.1
100.0,500.0,1.0,1.2138555251809346,1.1682691350754584,1.18505564723233,1.0
100.0,500.0,1.0,1.1900328697291749,1.0931838223796364,1.1080633273871228,1.0
100.0,500.0,1.0,1.320885304481212,1.2192346262324891,1.271774046906031,1.1
100.0,500.0,1.0,1.24022246679294,1.1391565635707672,1.1779828508235295,1.1
100.0,500.0,1.0,1.422167631169332,1.3793529419444743,1.3890322576781813,1.0
100.0,500.0,1.0,1.1612479194036138,1.081979193900979,1.111957269947052,1.1
100.0,500.0,1.0,0.9869565191270115,0.8913187462510844,0.918797249639772,1.0
100.0,500.0,1.0,1.1821618153874478,1.056529699629356,1.036311397112636,1.1
100.0,500.0,1.0,1.28037190024944,1.2748451385666495,1.2754199677225444,1.1
100.0,500.0,1.0,1.4285361955588978,1.3570406910858257,1.3907806862664414,1.1
100.0,500.0,1.0,1.1495956059283836,1.0372928685645029,1.0672259396547257,1.1
