sample_size,num_bootstrap,noise_std,te_diff,plugin_est,correction_est,adj_correction_est,act_plugin_val
100.0,500.0,0.5,0.15,7.2629154672666445,6.9366207568364775,7.108926791327528,7.25
100.0,500.0,0.5,0.15,6.912003540772419,6.344337222397688,6.409449656251393,7.25
100.0,500.0,0.5,0.15,7.685872226949543,7.582419767355144,7.551048741244453,7.25
100.0,500.0,0.5,0.15,7.804170370235399,7.672139551681092,7.789360477090482,7.25
100.0,500.0,0.5,0.15,7.461673914816407,7.382851419243043,7.434568955654138,7.25
100.0,500.0,0.5,0.15,6.834089855036151,6.375491128155711,6.43550765113444,6.050000000000001
100.0,500.0,0.5,0.15,7.416842043741436,7.321195004549587,7.4000698748401,7.25
100.0,500.0,0.5,0.15,7.136501122090567,6.786829899441818,6.8553910716244495,5.9
100.0,500.0,0.5,0.15,7.508960072382851,7.133645264083657,6.951721052282956,7.25
100.0,500.0,0.5,0.15,7.013369134552427,6.716660937996096,6.729814959706457,7.25
100.0,500.0,0.5,0.15,7.466109100281151,6.988914414680541,7.13848443309119,5.9
100.0,500.0,0.5,0.15,6.949231119451659,6.562418199338788,6.819037513939226,6.6499999999999995
100.0,500.0,0.5,0.15,8.162074078605,8.117878807312124,8.138006622509758,7.25
100.0,500.0,0.5,0.15,6.723494562522518,6.321961520182303,6.576329143777408,7.25
100.0,500.0,0.5,0.15,5.908889326628186,5.297644529517388,5.43234630716901,7.25
100.0,500.0,0.5,0.15,7.357094877355221,6.798445265493403,6.801073903004986,6.6499999999999995
100.0,500.0,0.5,0.15,6.972281691512938,6.715126454720417,6.8149689582678885,7.25
100.0,500.0,0.5,0.15,6.796905817953203,6.5267011974394835,6.679920936984083,6.6499999999999995
100.0,500.0,0.5,0.15,7.166360699432941,6.7184347661464,6.842093133792306,7.25
100.0,500.0,0.5,0.15,7.57158372204241,7.407417129874119,7.516456223146918,7.25
100.0,500.0,0.5,0.15,8.206414623263017,8.091727534501654,8.23469521556447,7.25
100.0,500.0,0.5,0.15,7.864809537043711,7.547044075454392,7.617285741670873,7.25
100.0,500.0,0.5,0.15,7.0962738710198,6.697970308316099,6.944377090069562,7.25
100.0,500.0,0.5,0.15,7.1069407555464235,6.609878310231867,6.4773670585942,7.25
100.0,500.0,0.5,0.15,7.631387747622757,7.339998526212216,7.557143317458161,6.6499999999999995
100.0,500.0,0.5,0.15,7.8272963811076295,7.463878214230521,7.552415249900601,7.25
100.0,500.0,0.5,0.15,7.372143531088518,6.915287594813485,6.89642321437645,5.9
100.0,500.0,0.5,0.15,7.712416267217089,7.461964874721365,7.683578110280967,7.25
100.0,500.0,0.5,0.15,7.075760767792295,6.739814769205946,6.828259909584804,7.25
100.0,500.0,0.5,0.15,7.249895548405524,6.683109176797435,6.860284572613964,6.6499999999999995
