sample_size,num_bootstrap,plugin,act_plugin,corr,adj_corr
100,15000,8.232218200562304,5.1,7.579569664705359,7.758770068614833
100,15000,6.408814412083715,5.5,5.617139242380672,5.951159838460588
100,15000,7.291631617159048,5.6000000000000005,6.668152861654307,7.164712497186315
100,15000,5.6211602397497265,4.5,4.506444658749998,4.479801560884068
100,15000,5.481079022830273,4.5,4.413106351141826,4.795310876682978
100,15000,7.249142839216427,5.4,5.87908525440853,6.166061188277694
100,15000,6.714862745142238,4.8,6.252439938613591,6.448391037547107
100,15000,6.234649668074891,5.5,5.641188447449796,6.002010515437512
100,15000,5.766185218342543,5.4,4.328501105136301,5.201999172577657
100,15000,6.643167444084823,6.0,5.661222200321026,6.157091623762872
100,15000,7.912829246526036,6.0,7.449092608928666,7.844287071339561
100,15000,7.229619074087418,6.0,6.134145397896828,6.056698522010479
100,15000,5.997477503966781,5.0,4.927385793303634,5.438668023777216
100,15000,6.701718024773438,5.4,5.794524583009289,6.0628835357402915
100,15000,6.847388571912681,5.2,5.8170022902914695,6.327233039681966
100,15000,7.154592762215262,6.0,6.084118973225768,5.830569039009221
100,15000,8.424656814158116,5.0,7.983548727849911,7.8794913123466985
100,15000,6.924832534434172,6.0,5.904286046971373,6.620678722738292
100,15000,6.359419238009916,5.0,5.448856923615979,5.534918753614663
100,15000,6.799791096811047,5.6,5.594039532983158,5.6766079767529325
100,15000,8.161098801386654,5.5,7.961110422413439,8.048256137735526
100,15000,7.347126337476743,5.9,6.390221404399333,6.462924834126074
100,15000,6.7760377355955494,5.5,5.861551169695236,6.135695083331983
100,15000,5.646238762382769,6.0,4.591490231517074,5.062736203278855
100,15000,8.146207413650771,4.5,7.874534349220352,7.709569955782555
100,15000,7.006498953966979,5.5,5.656589413174981,5.7732342414384625
100,15000,7.266189985466513,5.9,6.625409839738411,6.866488747751451
100,15000,5.755844977584979,4.7,4.852193518293474,5.329214958741818
100,15000,6.008261302062763,4.6,4.600972253198264,4.8168636601483685
100,15000,6.2041822660675825,5.0,5.351031357027897,5.612149740948574
100,15000,5.501405578145196,5.8,3.8397549939248696,5.27556341725788
100,15000,5.862783258753835,5.6,4.557463774941904,4.638146409832643
100,15000,6.1231309424527725,5.0,5.075081600644353,5.028839714274216
100,20000,6.904481534603973,4.8,5.601212456911496,6.314202515375191
100,20000,7.88028050721312,5.0,7.081576706923274,7.001684677992495
100,20000,7.013814622740871,4.5,5.684919036974811,5.58095853611432
100,20000,9.05730702841065,5.5,8.657115007882096,8.444458514229892
100,20000,7.836718349015047,6.0,7.1589704132897145,7.131132202744053
100,20000,5.273319773983033,5.5,4.451206217433053,4.957559547150448
100,20000,7.907367183210189,6.0,6.95034608867452,6.996947672728948
100,20000,6.025830934533285,6.0,4.60339200134359,5.2207744001214
100,20000,6.335268952973312,5.0,4.999327626710504,4.648578742484229
100,20000,6.249236320014336,5.800000000000001,5.469711072805124,5.876988463218443
100,20000,7.108340740470796,6.0,6.59161030219648,6.826254782574323
100,20000,6.057120203057304,5.9,5.564271373833459,5.741129338919476
100,20000,6.32873018092459,5.2,5.755261611840401,6.004658936788209
100,20000,6.333684087482872,6.0,5.677815074052023,5.660622201054841
100,20000,7.573002244181135,5.1,7.019966289279084,7.214773067198693
100,20000,6.726513778899468,5.8,5.951496625377721,6.59769132737375
100,20000,6.2673509199499495,4.5,5.5161321926865154,5.359065178030174
100,20000,8.232218200562304,5.1,7.582960191963744,7.7633416732420315
100,20000,6.408814412083715,5.5,5.617520955892768,5.957464862929503
100,20000,7.291631617159048,5.6000000000000005,6.6696189145850875,7.170324525118881
100,20000,5.6211602397497265,4.5,4.510200598004213,4.4825372212088705
100,20000,5.481079022830273,4.5,4.413655532830454,4.793945933503942
100,20000,7.249142839216427,5.4,5.889538431162865,6.1659136671010275
100,20000,6.714862745142238,4.8,6.252601333330437,6.453920486288754
100,20000,6.234649668074891,5.5,5.636731274761944,5.997516933082985
100,20000,5.766185218342543,5.4,4.330252211307294,5.198109508347477
100,20000,6.643167444084823,6.0,5.6640776139633795,6.160663567475304
100,20000,7.912829246526036,6.0,7.4364058965562965,7.842690037162653
100,20000,7.229619074087418,6.0,6.1314093038192095,6.04926061633082
100,20000,5.997477503966781,5.0,4.923238617403022,5.44904525655509
100,20000,6.701718024773438,5.4,5.790949328533169,6.08806549998081
100,20000,6.847388571912681,5.2,5.815294500740989,6.3161888884153035
100,20000,7.154592762215262,6.0,6.0850479660777,5.810538474287354
100,20000,8.424656814158116,5.0,7.98204901256064,7.862510466481627
100,20000,6.924832534434172,6.0,5.903232567457576,6.6171810627530245
100,20000,6.359419238009916,5.0,5.452081344131586,5.520126253545016
100,20000,6.799791096811047,5.6,5.598128334900318,5.661072264125852
100,20000,8.161098801386654,5.5,7.960331480775588,8.049860476921285
100,20000,7.347126337476743,5.9,6.396723260059376,6.442866587598131
100,20000,6.7760377355955494,5.5,5.865722576463136,6.135999250399698
100,20000,5.646238762382769,6.0,4.592285257182857,5.078964878995496
100,20000,8.146207413650771,4.5,7.8735226331154236,7.713183564622212
100,20000,7.006498953966979,5.5,5.658285563911022,5.772390062937928
100,20000,7.266189985466513,5.9,6.622024762230021,6.860280991215879
100,20000,5.755844977584979,4.7,4.852885017716822,5.316262451130078
100,20000,6.008261302062763,4.6,4.60223577316449,4.830971301256396
100,20000,6.2041822660675825,5.0,5.353263765304075,5.605662300460901
100,20000,5.501405578145196,5.8,3.839708878549946,5.2693269451411995
100,20000,5.862783258753835,5.6,4.556855485929652,4.64559927246408
100,20000,6.1231309424527725,5.0,5.0730397902222295,5.029860853590774
