sample_size,num_bootstrap,plugin,act_plugin,corr,adj_corr
100,100,6.799791096811047,5.6,5.617713338864095,5.573956222187039
100,100,8.161098801386654,5.5,8.11243949703797,8.068997593175052
100,100,7.347126337476743,5.9,6.36021937209432,6.541502033882089
100,100,6.7760377355955494,5.5,5.863860852209046,5.850126465353799
100,100,5.646238762382769,6.0,4.610980897612832,4.8817159923732145
100,100,8.146207413650771,4.5,7.904137866174573,7.703605979518628
100,100,7.006498953966979,5.5,5.7476781167408,5.688274584350097
100,100,7.266189985466513,5.9,6.826939654552185,7.121219766455566
100,100,5.755844977584979,4.7,4.881630616168215,5.290719958736721
100,100,6.008261302062763,4.6,4.486446488637255,5.162872993866289
100,100,6.2041822660675825,5.0,5.36222041845786,5.579706505175415
100,100,5.501405578145196,5.8,3.7451682914544424,5.001169118079298
100,100,5.862783258753835,5.6,4.579123350173449,4.703019875671847
100,100,6.1231309424527725,5.0,4.901210726000697,5.221994207701092
100,500,5.807061544064975,4.9,4.662479126323543,5.6566428598133305
100,500,7.88028050721312,5.0,7.1275799021110675,6.938951610794062
100,500,7.013814622740871,4.5,5.671354392493484,5.610811371233496
100,500,9.05730702841065,5.5,8.638891334869339,8.428643458060906
100,500,7.836718349015047,6.0,7.170458996152277,7.154163838445662
100,500,5.273319773983033,5.5,4.48418658333964,4.908044349800885
100,500,7.907367183210189,6.0,6.927967226781296,7.073567818941643
100,500,6.025830934533285,6.0,4.614495018473553,5.255022878210289
100,500,6.335268952973312,5.0,5.013166925431886,4.806129652225762
100,500,6.249236320014336,5.800000000000001,5.44784614874136,5.862776360665752
100,500,7.108340740470796,6.0,6.532249864312956,6.8748618557574
100,500,6.057120203057304,5.9,5.559750898381037,5.747396157217864
100,500,6.32873018092459,5.2,5.688107711336718,5.992400837695251
100,500,6.333684087482872,6.0,5.672415436471572,5.699249415534624
100,500,7.573002244181135,5.1,7.04470264863669,7.0643378850658785
100,500,6.726513778899468,5.8,5.930939999523759,6.623828086545578
100,500,6.2673509199499495,4.5,5.502084162317215,5.3930793787542814
100,500,8.232218200562304,5.1,7.613298070389325,7.78531300719699
100,500,6.408814412083715,5.5,5.630764277720084,5.987730181910216
100,500,7.291631617159048,5.6000000000000005,6.567669781199042,7.099215681034414
100,500,5.6211602397497265,4.5,4.484815051291044,4.539003053646012
100,500,5.481079022830273,4.5,4.450632859906108,4.837269509569536
100,500,7.249142839216427,5.4,5.870232304001476,6.153867849383753
100,500,6.714862745142238,4.8,6.224009587261975,6.488453566568129
100,500,6.234649668074891,5.5,5.63630648520943,5.96676543220548
100,500,5.766185218342543,5.4,4.372272515729461,5.155481664248812
100,500,6.643167444084823,6.0,5.663502853913441,6.135536081299618
100,500,7.912829246526036,6.0,7.467473016141643,7.856359963160492
100,500,7.229619074087418,6.0,6.223974279373081,5.902391074075899
100,500,5.997477503966781,5.0,4.871146855932757,5.391414186812986
100,500,6.701718024773438,5.4,5.756259459679284,6.106759108201018
100,500,6.847388571912681,5.2,5.829974184258976,6.332794298254471
100,500,7.154592762215262,6.0,6.085007106213908,5.798932170380004
100,500,8.424656814158116,5.0,7.938566819428092,7.763731066434637
100,500,6.924832534434172,6.0,5.923573302392747,6.661165269243836
100,500,6.359419238009916,5.0,5.5436259053251415,5.524109079552693
100,500,6.799791096811047,5.6,5.598735668733754,5.532820220099505
100,500,8.161098801386654,5.5,7.964289081695573,8.066026686256246
100,500,7.347126337476743,5.9,6.398542436275225,6.428949885163982
100,500,6.7760377355955494,5.5,5.85021948426215,6.166752768115654
100,500,5.646238762382769,6.0,4.548103686610109,4.9258521239175295
100,500,8.146207413650771,4.5,7.859026633630093,7.634203754592608
100,500,7.006498953966979,5.5,5.675086266354766,5.587903992112422
100,500,7.266189985466513,5.9,6.70418920777044,6.84488463144373
100,500,5.755844977584979,4.7,4.850840233974091,5.262990383266871
100,500,6.008261302062763,4.6,4.578520449845108,4.779427211451475
100,500,6.2041822660675825,5.0,5.312170884296112,5.564681503645746
100,500,5.501405578145196,5.8,3.773164060639199,5.373292667109917
100,500,5.862783258753835,5.6,4.581368403847442,4.627399841347946
100,500,6.1231309424527725,5.0,4.9902983562023815,5.017754812976914
100,1000,5.59226382348797,6.0,4.359709987809646,4.78954560617962
100,1000,7.88028050721312,5.0,7.083023759263632,7.008693856292478
100,1000,7.013814622740871,4.5,5.676547085679089,5.57643788414318
100,1000,9.05730702841065,5.5,8.62825822558456,8.438391129931887
100,1000,7.836718349015047,6.0,7.188683051868477,7.0474836254674464
100,1000,5.273319773983033,5.5,4.4714827227489105,4.976676394940846
100,1000,7.907367183210189,6.0,6.963271026470284,7.067388943546431
