sample_size,num_bootstrap,plugin_est,act_plugin_val,correction_est,adj_correction_est
100,1000,1.0712925594397853,1.0,0.9612520605429098,0.979766687462414
100,1000,1.4131215188884805,1.0,1.3754632783011724,1.384947682982175
100,1000,1.3496503279520002,1.0,1.2609003846447389,1.2798061309975683
100,1000,1.7379263899608255,1.1,1.7379263899608253,1.7361049467196472
100,1000,1.3917680466428863,1.1,1.3870151390241143,1.389921498148045
100,1000,0.951099762891811,1.1,0.8941932638236385,0.9280169934226716
100,1000,1.1806398253630968,1.0,1.0771908070968483,1.1139336469189904
100,1000,1.138040721195918,1.1,1.0224374496365598,1.0892356956577869
100,1000,1.0890685868734375,1.1,1.0465115652353885,1.072285922897612
100,1000,1.1536322810984596,1.1,1.1004753450029323,1.1272070787298931
100,1000,1.1738817755491666,1.1,1.0827659596462076,1.108832361596653
100,1000,1.0564858938716872,1.1,1.0192425272826808,1.038922348035256
100,1000,1.0133964505961424,1.0,0.9168133599557172,0.9372925963542598
100,1000,0.821653140163277,1.1,0.7025468286903935,0.6494699482230089
100,1000,1.100079126914545,1.0,1.0527268710163848,1.0654301551942162
100,1000,1.3218611335708093,1.1,1.2880071151466923,1.3002038130925953
100,1000,1.1557527209409466,1.1,1.0636929437221745,1.082807920560886
100,1000,1.1609322028708675,1.0,1.0558054116003563,1.0819879274213149
100,1000,1.1319376953641376,1.1,1.0792369618232582,1.0940992968149326
100,1000,1.106692561868747,1.1,0.9665256054833476,0.9993267013220772
100,1000,1.0281239332504255,1.0,0.9615525944384744,0.97130681448461
100,1000,1.1482764280407485,1.0,1.1371931896588796,1.1374429167874656
100,1000,1.2347142727330251,1.0,1.1116967774007758,1.1272112977923334
100,1000,1.1197989244345443,1.0,1.050939650914683,1.0620089386033402
100,1000,1.019831553406971,1.1,0.9525129876299756,0.9819169355044436
100,1000,1.1037933893190912,1.0,0.9749120522444008,0.9983338446057474
100,1000,1.2465429829014498,1.0,1.1578913165616502,1.1770068465317287
100,1000,1.1104618317115014,1.1,1.0393383487904873,1.079788442367169
100,1000,1.2266007238188077,1.1,1.1209277345756887,1.135151343972874
100,1000,1.2138555251809349,1.0,1.165683856820334,1.18602334027869
100,1000,1.1900328697291749,1.0,1.0919685148837786,1.1151151541904312
100,1000,1.320885304481212,1.1,1.221067027405264,1.2716555875071134
100,1000,1.24022246679294,1.1,1.1427452968757297,1.1792611596338074
100,1000,1.422167631169332,1.0,1.3768784154285476,1.385502156220395
100,1000,1.1612479194036138,1.1,1.0817558434224903,1.1232834189752978
100,1000,0.9869565191270118,1.0,0.8903335380942231,0.914748616824207
100,1000,1.182161815387448,1.1,1.0600834534052337,1.0245359438253896
